#f (hz)	V/V	dB
1027.5527396125	0.8336078908	-1.5807636614
1029.9220863338	0.8318440044	-1.5991621856
1032.2968963308	0.8300669567	-1.6177374836
1034.6771822007	0.8282767592	-1.6364904887
1037.06295657	0.8264734255	-1.6554221241
1039.4542320941	0.8246569716	-1.6745333033
1041.8510214576	0.8228274158	-1.6938249296
1044.2533373744	0.8209847787	-1.7132978954
1046.6611925878	0.8191290832	-1.7329530828
1049.0745998704	0.8172603548	-1.7527913625
1051.4935720241	0.8153786212	-1.7728135939
1053.9181218805	0.8134839126	-1.7930206249
1056.3482623009	0.8115762614	-1.8134132913
1058.784006176	0.8096557028	-1.8339924169
1061.2253664263	0.8077222741	-1.8547588131
1063.6723560022	0.8057760153	-1.8757132785
1066.1249878838	0.8038169689	-1.8968565988
1068.5832750813	0.8018451795	-1.9181895465
1071.0472306348	0.7998606946	-1.9397128805
1073.5168676144	0.7978635641	-1.9614273463
1075.9921991205	0.7958538403	-1.983333675
1078.4732382836	0.793831578	-2.0054325839
1080.9599982645	0.7917968346	-2.0277247756
1083.4524922544	0.78974967	-2.050210938
1085.9507334747	0.7876901466	-2.0728917442
1088.4547351777	0.7856183292	-2.0957678519
1090.9645106458	0.7835342854	-2.1188399036
1093.4800731923	0.7814380851	-2.1421085262
1096.0014361612	0.7793298007	-2.1655743305
1098.5286129271	0.7772095071	-2.1892379115
1101.0616168956	0.775077282	-2.2130998478
1103.6004615032	0.7729332051	-2.2371607016
1106.1451602172	0.770777359	-2.2614210183
1108.6957265362	0.7686098285	-2.2858813266
1111.2521739898	0.7664307012	-2.310542138
1113.8145161387	0.7642400667	-2.3354039467
1116.3827665751	0.7620380175	-2.3604672297
1118.9569389224	0.7598246482	-2.3857324461
1121.5370468355	0.757600056	-2.4112000375
1124.1231040005	0.7553643405	-2.4368704274
1126.7151241355	0.7531176034	-2.4627440212
1129.3131209898	0.7508599492	-2.4888212061
1131.9171083448	0.7485914843	-2.515102351
1134.5271000134	0.7463123179	-2.5415878061
1137.1431098405	0.744022561	-2.5682779032
1139.7651517027	0.7417223272	-2.595172955
1142.393239509	0.7394117322	-2.6222732556
1145.0273872	0.7370908941	-2.6495790798
1147.6676087488	0.7347599329	-2.6770906837
1150.3139181606	0.732418971	-2.7048083037
1152.9663294728	0.7300681329	-2.7327321573
1155.6248567553	0.7277075451	-2.7608624425
1158.2895141105	0.7253373363	-2.7891993378
1160.9603156731	0.7229576372	-2.8177430022
1163.6372756104	0.7205685804	-2.8464935752
1166.3204081227	0.7181703005	-2.8754511764
1169.0097274427	0.7157629342	-2.9046159062
1171.7052478361	0.7133466199	-2.9339878448
1174.4069836014	0.710921498	-2.9635670529
1177.11494907	0.7084877107	-2.9933535713
1179.8291586066	0.7060454017	-3.0233474213
1182.5496266087	0.7035947169	-3.0535486041
1185.2763675073	0.7011358035	-3.0839571012
1188.0093957665	0.6986688106	-3.1145728743
1190.7487258838	0.6961938888	-3.1453958654
1193.4943723901	0.6937111903	-3.1764259967
1196.2463498499	0.6912208687	-3.2076631706
1199.0046728611	0.6887230792	-3.23910727
1201.7693560554	0.6862179785	-3.2707581579
1204.5404140982	0.6837057244	-3.302615678
1207.3178616887	0.6811864763	-3.3346796543
1210.1017135602	0.6786603948	-3.3669498913
1212.8919844795	0.6761276417	-3.3994261743
1215.688689248	0.6735883799	-3.4321082692
1218.4918427008	0.6710427736	-3.4649959225
1221.3014597075	0.6684909881	-3.4980888619
1224.1175551717	0.6659331894	-3.5313867958
1226.9401440316	0.6633695449	-3.5648894139
1229.7692412598	0.6608002227	-3.598596387
1232.6048618635	0.6582253917	-3.6325073672
1235.4470208841	0.6556452219	-3.6666219883
1238.2957333983	0.6530598838	-3.7009398652
1241.151014517	0.6504695488	-3.7354605951
1244.0128793863	0.6478743888	-3.7701837568
1246.8813431872	0.6452745765	-3.8051089111
1249.7564211354	0.6426702849	-3.840235601
1252.6381284821	0.6400616878	-3.8755633522
1255.5264805134	0.6374489592	-3.9110916725
1258.4214925507	0.6348322737	-3.9468200527
1261.3231799507	0.632211806	-3.9827479665
1264.2315581056	0.6295877314	-4.0188748705
1267.1466424431	0.6269602252	-4.0552002048
1270.0684484263	0.6243294629	-4.0917233929
1272.9969915541	0.6216956203	-4.128443842
1275.9322873612	0.6190588731	-4.1653609434
1278.874351418	0.6164193971	-4.2024740722
1281.8231993308	0.6137773681	-4.239782588
1284.7788467419	0.6111329618	-4.2772858351
1287.7413093298	0.6084863537	-4.3149831424
1290.7106028088	0.6058377192	-4.3528738239
1293.6867429299	0.6031872335	-4.3909571789
1296.6697454802	0.6005350714	-4.4292324922
1299.659626283	0.5978814076	-4.4676990343
1302.6564011984	0.5952264161	-4.5063560617
1305.660086123	0.5925702708	-4.5452028173
1308.6706969899	0.5899131448	-4.5842385302
1311.688249769	0.587255211	-4.6234624165
1314.7127604673	0.5845966415	-4.6628736793
1317.7442451282	0.581937608	-4.7024715089
1320.7827198326	0.5792782812	-4.7422550831
1323.8282006981	0.5766188314	-4.7822235676
1326.8807038797	0.5739594281	-4.8223761161
1329.9402455694	0.5713002399	-4.8627118708
1333.0068419969	0.5686414347	-4.9032299623
1336.0805094291	0.5659831794	-4.9439295103
1339.1612641703	0.5633256401	-4.9848096233
1342.2491225626	0.5606689818	-5.0258693998
1345.3441009857	0.5580133685	-5.0671079274
1348.4462158571	0.5553589635	-5.1085242842
1351.5554836321	0.5527059286	-5.1501175383
1354.671920804	0.5500544247	-5.1918867484
1357.7955439041	0.5474046116	-5.233830964
1360.9263695017	0.5447566477	-5.2759492258
1364.0644142047	0.5421106905	-5.3182405658
1367.2096946587	0.5394668959	-5.3607040077
1370.3622275483	0.5368254189	-5.4033385671
1373.5220295961	0.5341864128	-5.4461432519
1376.6891175634	0.5315500298	-5.4891170625
1379.8635082503	0.5289164208	-5.5322589921
1383.0452184955	0.5262857351	-5.5755680267
1386.2342651766	0.5236581206	-5.6190431459
1389.4306652099	0.5210337238	-5.662683323
1392.634435551	0.5184126898	-5.7064875248
1395.8455931945	0.5157951621	-5.7504547127
1399.064155174	0.5131812827	-5.7945838421
1402.2901385626	0.5105711919	-5.8388738633
1405.5235604728	0.5079650287	-5.8833237217
1408.7644380563	0.5053629303	-5.9279323576
1412.0127885047	0.5027650324	-5.9726987072
1415.2686290488	0.500171469	-6.017621702
1418.5319769595	0.4975823725	-6.0627002698
1421.8028495475	0.4949978736	-6.1079333346
1425.0812641632	0.4924181012	-6.153319817
1428.3672381971	0.4898431828	-6.1988586342
1431.6607890798	0.4872732439	-6.2445487007
1434.9619342823	0.4847084084	-6.290388928
1438.2706913155	0.4821487984	-6.3363782252
1441.5870777309	0.4795945343	-6.3825154993
1444.9111111206	0.4770457348	-6.4287996553
1448.2428091169	0.4745025167	-6.4752295961
1451.5821893931	0.471964995	-6.5218042235
1454.9292696631	0.4694332831	-6.5685224379
1458.2840676816	0.4669074924	-6.6153831384
1461.6466012444	0.4643877327	-6.6623852236
1465.0168881882	0.4618741117	-6.7095275912
1468.3949463908	0.4593667355	-6.7568091387
1471.7807937714	0.4568657084	-6.8042287633
1475.1744482903	0.4543711328	-6.8517853622
1478.5759279493	0.4518831093	-6.899477833
1481.9852507919	0.4494017366	-6.9473050736
1485.4024349029	0.4469271117	-6.9952659826
1488.8274984089	0.4444593298	-7.0433594594
1492.2604594783	0.441998484	-7.0915844045
1495.7013363216	0.4395446659	-7.1399397195
1499.150147191	0.4370979651	-7.1884243076
1502.6069103809	0.4346584694	-7.2370370734
1506.0716442279	0.4322262648	-7.2857769235
1509.5443671109	0.4298014355	-7.3346427661
1513.025097451	0.4273840639	-7.383633512
1516.5138537121	0.4249742306	-7.432748074
1520.0106544004	0.4225720143	-7.4819853674
1523.5155180648	0.420177492	-7.5313443101
1527.0284632971	0.4177907389	-7.5808238228
1530.5495087319	0.4154118285	-7.6304228293
1534.0786730468	0.4130408323	-7.6801402563
1537.6159749624	0.4106778203	-7.7299750338
1541.1614332425	0.4083228606	-7.7799260953
1544.7150666942	0.4059760195	-7.8299923775
1548.2768941678	0.4036373618	-7.8801728211
1551.8469345574	0.4013069504	-7.9304663705
1555.4252068004	0.3989848464	-7.9808719739
1559.0117298779	0.3966711094	-8.0313885837
1562.6065228148	0.3943657972	-8.0820151563
1566.2096046799	0.392068966	-8.1327506527
1569.8209945859	0.3897806703	-8.1835940381
1573.4407116896	0.3875009628	-8.2345442821
1577.068775192	0.3852298948	-8.2856003591
1580.7052043384	0.3829675157	-8.3367612483
1584.3500184184	0.3807138737	-8.3880259335
1588.003236766	0.3784690149	-8.4393934038
1591.6648787601	0.3762329842	-8.4908626529
1595.3349638238	0.3740058248	-8.5424326799
1599.0135114255	0.3717875783	-8.594102489
1602.7005410782	0.3695782847	-8.6458710899
1606.3960723398	0.3673779827	-8.6977374974
1610.1001248136	0.3651867094	-8.7497007319
1613.8127181479	0.3630045002	-8.8017598194
1617.5338720363	0.3608313893	-8.8539137913
1621.2636062178	0.3586674092	-8.906161685
1625.0019404771	0.3565125913	-8.9585025433
1628.7488946444	0.3543669652	-9.010935415
1632.5044885955	0.3522305592	-9.0634593549
1636.2687422523	0.3501034003	-9.1160734235
1640.0416755823	0.3479855142	-9.1687766873
1643.8233085993	0.3458769248	-9.2215682189
1647.6136613632	0.3437776553	-9.2744470972
1651.41275398	0.3416877269	-9.3274124069
1655.2206066024	0.3396071601	-9.380463239
1659.0372394292	0.3375359736	-9.4335986909
1662.862672706	0.3354741852	-9.486817866
1666.6969267249	0.3334218112	-9.5401198741
1670.5400218251	0.3313788668	-9.5935038315
1674.3919783923	0.3293453659	-9.6469688606
1678.2528168595	0.3273213212	-9.7005140904
1682.1225577067	0.3253067443	-9.7541386563
1686.0012214612	0.3233016455	-9.8078417001
1689.8888286974	0.321306034	-9.86162237
1693.7854000376	0.3193199179	-9.9154798209
1697.6909561511	0.3173433042	-9.9694132141
1701.6055177552	0.3153761986	-10.0234217175
1705.529105615	0.3134186061	-10.0775045053
1709.4617405433	0.3114705301	-10.1316607587
1713.403443401	0.3095319736	-10.185889665
1717.354235097	0.3076029379	-10.2401904185
1721.3141365886	0.3056834238	-10.2945622198
1725.2831688812	0.3037734309	-10.3490042762
1729.2613530287	0.3018729577	-10.4035158016
1733.2487101337	0.299982002	-10.4580960166
1737.2452613473	0.2981005605	-10.5127441481
1741.2510278695	0.296228629	-10.5674594298
1745.2660309489	0.2943662023	-10.6222411022
1749.2902918835	0.2925132744	-10.6770884119
1753.3238320201	0.2906698385	-10.7320006125
1757.3666727548	0.2888358868	-10.7869769639
1761.4188355331	0.2870114107	-10.8420167328
1765.4803418499	0.2851964008	-10.8971191923
1769.5512132497	0.2833908468	-10.9522836221
1773.6314713267	0.2815947376	-11.0075093084
1777.7211377247	0.2798080616	-11.062795544
1781.8202341376	0.2780308059	-11.1181416279
1785.9287823094	0.2762629574	-11.173546866
1790.0468040339	0.274504502	-11.2290105704
1794.1743211555	0.2727554248	-11.2845320597
1798.3113555688	0.2710157104	-11.3401106589
1802.457929219	0.2692853426	-11.3957456995
1806.6140641016	0.2675643044	-11.4514365193
1810.7797822632	0.2658525785	-11.5071824624
1814.9551058011	0.2641501466	-11.5629828793
1819.1400568634	0.2624569899	-11.6188371268
1823.3346576495	0.2607730891	-11.6747445679
1827.5389304098	0.259098424	-11.730704572
1831.7528974461	0.2574329742	-11.7867165146
1835.9765811117	0.2557767184	-11.8427797774
1840.2100038112	0.2541296349	-11.8988937484
1844.4531880011	0.2524917015	-11.9550578215
1848.7061561896	0.2508628952	-12.0112713968
1852.9689309368	0.2492431928	-12.0675338805
1857.2415348548	0.2476325705	-12.1238446849
1861.5239906078	0.2460310038	-12.1802032282
1865.8163209124	0.2444384681	-12.2366089345
1870.1185485373	0.2428549379	-12.293061234
1874.4306963042	0.2412803876	-12.3495595627
1878.7527870868	0.239714791	-12.4061033625
1883.0848438121	0.2381581214	-12.462692081
1887.4268894596	0.2366103519	-12.5193251719
1891.778947062	0.2350714549	-12.5760020942
1896.1410397049	0.2335414027	-12.6327223131
1900.5131905272	0.232020167	-12.6894852992
1904.8954227214	0.2305077192	-12.7462905286
1909.2877595332	0.2290040304	-12.8031374835
1913.690224262	0.2275090712	-12.860025651
1918.1028402608	0.226022812	-12.9169545244
1922.5256309366	0.2245452228	-12.9739236019
1926.9586197504	0.2230762733	-13.0309323876
1931.4018302171	0.2216159329	-13.0879803906
1935.8552859061	0.2201641707	-13.1450671258
1940.3190104409	0.2187209554	-13.202192113
1944.7930274995	0.2172862557	-13.2593548776
1949.2773608146	0.2158600396	-13.3165549501
1953.7720341737	0.2144422754	-13.3737918662
1958.2770714189	0.2130329305	-13.4310651668
1962.7924964474	0.2116319727	-13.4883743979
1967.3183332115	0.210239369	-13.5457191105
1971.8546057189	0.2088550867	-13.6030988608
1976.4013380323	0.2074790924	-13.6605132099
1980.9585542702	0.2061113528	-13.7179617239
1985.5262786065	0.2047518344	-13.7754439737
1990.104535271	0.2034005033	-13.8329595352
1994.6933485493	0.2020573257	-13.890507989
1999.292742783	0.2007222673	-13.9480889206
2003.9027423698	0.1993952939	-14.0057019203
2008.5233717637	0.1980763711	-14.0633465828
2013.1546554751	0.1967654643	-14.1210225079
2017.7966180708	0.1954625386	-14.1787292996
2022.4492841744	0.1941675594	-14.2364665668
2027.1126784663	0.1928804914	-14.2942339227
2031.7868256835	0.1916012997	-14.3520309852
2036.4717506204	0.190329949	-14.4098573765
2041.1674781284	0.1890664039	-14.4677127232
2045.8740331163	0.187810629	-14.5255966565
2050.5914405502	0.1865625888	-14.5835088116
2055.3197254538	0.1853222475	-14.6414488282
2060.0589129086	0.1840895697	-14.6994163502
2064.8090280539	0.1828645193	-14.7574110258
2069.5700960868	0.1816470606	-14.8154325072
2074.3421422628	0.1804371577	-14.8734804508
2079.1251918953	0.1792347746	-14.9315545171
2083.9192703564	0.1780398753	-14.9896543706
2088.7244030764	0.1768524237	-15.0477796799
2093.5406155445	0.1756723836	-15.1059301175
2098.3679333085	0.174499719	-15.1641053598
2103.2063819751	0.1733343937	-15.2223050871
2108.0559872102	0.1721763714	-15.2805289836
2112.9167747387	0.1710256159	-15.3387767373
2117.788770345	0.169882091	-15.3970480399
2122.6719998728	0.1687457605	-15.4553425869
2127.5664892254	0.1676165881	-15.5136600775
2132.4722643659	0.1664945375	-15.5720002144
2137.3893513174	0.1653795724	-15.6303627042
2142.3177761626	0.1642716567	-15.6887472568
2147.2575650447	0.1631707541	-15.7471535858
2152.2087441671	0.1620768284	-15.8055814082
2157.1713397935	0.1609898433	-15.8640304446
2162.1453782484	0.1599097628	-15.922500419
2167.1308859167	0.1588365506	-15.9809910586
2172.1278892443	0.1577701707	-16.0395020943
2177.1364147382	0.1567105869	-16.0980332599
2182.1564889662	0.1556577632	-16.1565842928
2187.1881385577	0.1546116637	-16.2151549337
2192.2313902033	0.1535722523	-16.2737449262
2197.2862706551	0.1525394932	-16.3323540172
2202.3528067271	0.1515133505	-16.390981957
2207.431025295	0.1504937885	-16.4496284987
2212.5209532964	0.1494807713	-16.5082933985
2217.6226177312	0.1484742633	-16.5669764158
2222.7360456613	0.147474229	-16.625677313
2227.8612642112	0.1464806327	-16.6843958552
2232.998300568	0.145493439	-16.7431318108
2238.1471819812	0.1445126126	-16.8018849508
2243.3079357634	0.143538118	-16.8606550493
2248.4805892902	0.14256992	-16.9194418832
2253.66517	0.1416079835	-16.978245232
2258.8617053949	0.1406522734	-17.0370648784
2264.07022304	0.1397027547	-17.0959006073
2269.2907505642	0.1387593925	-17.1547522068
2274.5233156601	0.1378221519	-17.2136194674
2279.7679460842	0.1368909984	-17.2725021824
2285.0246696567	0.1359658971	-17.3314001475
2290.2935142624	0.1350468137	-17.3903131613
2295.57450785	0.1341337137	-17.4492410248
2300.8676784329	0.1332265627	-17.5081835415
2306.1730540889	0.1323253265	-17.5671405174
2311.4906629608	0.131429971	-17.6261117611
2316.820533256	0.1305404621	-17.6850970835
2322.1626932471	0.1296567661	-17.744096298
2327.5171712719	0.128778849	-17.8031092203
2332.8839957335	0.1279066771	-17.8621356686
2338.2631951004	0.127040217	-17.9211754632
2343.6547979071	0.1261794351	-17.9802284271
2349.0588327534	0.125324298	-18.0392943851
2354.4753283053	0.1244747727	-18.0983731645
2359.904313295	0.1236308258	-18.1574645949
2365.3458165209	0.1227924245	-18.2165685079
2370.7998668475	0.1219595359	-18.2756847374
2376.2664932062	0.1211321272	-18.3348131193
2381.7457245951	0.1203101658	-18.3939534919
2387.237590079	0.1194936192	-18.4531056952
2392.7421187897	0.118682455	-18.5122695717
2398.2593399265	0.117876641	-18.5714449655
2403.7892827555	0.117076145	-18.630631723
2409.3319766107	0.116280935	-18.6898296926
2414.8874508937	0.1154909793	-18.7490387245
2420.4557350737	0.1147062459	-18.808258671
2426.0368586879	0.1139267034	-18.8674893862
2431.6308513418	0.1131523202	-18.9267307261
2437.237742709	0.1123830651	-18.9859825487
2442.8575625315	0.1116189067	-19.0452447138
2448.4903406199	0.1108598141	-19.1045170829
2454.1361068536	0.1101057562	-19.1637995194
2459.7948911809	0.1093567023	-19.2230918886
2465.4667236191	0.1086126218	-19.2823940574
2471.1516342547	0.107873484	-19.3417058945
2476.8496532437	0.1071392585	-19.4010272702
2482.5608108114	0.1064099152	-19.4603580567
2488.285137253	0.1056854239	-19.5196981277
2494.0226629335	0.1049657546	-19.5790473587
2499.773418288	0.1042508774	-19.6384056267
2505.5374338215	0.1035407626	-19.6977728105
2511.3147401096	0.1028353808	-19.7571487901
2517.1053677983	0.1021347024	-19.8165334476
2522.9093476043	0.1014386981	-19.8759266663
2528.7267103152	0.1007473388	-19.9353283311
2534.5574867894	0.1000605956	-19.9947383285
2540.4017079566	0.0993784394	-20.0541565463
2546.2594048178	0.0987008417	-20.1135828741
2552.1306084454	0.0980277738	-20.1730172026
2558.0153499836	0.0973592072	-20.2324594243
2563.9136606482	0.0966951137	-20.2919094327
2569.8255717272	0.0960354651	-20.3513671231
2575.7511145806	0.0953802333	-20.4108323919
2581.6903206407	0.0947293905	-20.4703051371
2587.6432214124	0.094082909	-20.5297852579
2593.6098484732	0.0934407611	-20.5892726548
2599.5902334733	0.0928029194	-20.6487672298
2605.5844081361	0.0921693566	-20.708268886
2611.5924042578	0.0915400454	-20.7677775279
2617.6142537083	0.0909149589	-20.8272930612
2623.6499884308	0.0902940702	-20.886815393
2629.6996404421	0.0896773525	-20.9463444314
2635.763241833	0.0890647792	-21.0058800859
2641.840824768	0.0884563239	-21.0654222671
2647.9324214862	0.0878519601	-21.1249708869
2654.0380643006	0.0872516618	-21.1845258582
2660.157785599	0.0866554028	-21.2440870952
2666.2916178438	0.0860631573	-21.3036545132
2672.4395935722	0.0854748994	-21.3632280287
2678.6017453964	0.0848906037	-21.4228075592
2684.778106004	0.0843102445	-21.4823930233
2690.9687081577	0.0837337966	-21.5419843407
2697.1735846959	0.0831612346	-21.6015814323
2703.3927685327	0.0825925337	-21.6611842199
2709.6262926581	0.0820276687	-21.7207926264
2715.8741901382	0.081466615	-21.7804065757
2722.1364941152	0.0809093478	-21.8400259928
2728.4132378079	0.0803558427	-21.8996508036
2734.7044545116	0.0798060752	-21.959280935
2741.0101775983	0.0792600212	-22.0189163149
2747.3304405171	0.0787176565	-22.0785568723
2753.6652767943	0.0781789572	-22.1382025369
2760.0147200332	0.0776438994	-22.1978532395
2766.3788039148	0.0771124594	-22.2575089119
2772.7575621977	0.0765846136	-22.3171694865
2779.1510287183	0.0760603387	-22.376834897
2785.5592373913	0.0755396114	-22.4365050777
2791.9822222092	0.0750224084	-22.4961799639
2798.420017243	0.0745087068	-22.5558594918
2804.8726566425	0.0739984836	-22.6155435983
2811.340174636	0.0734917161	-22.6752322213
2817.8226055307	0.0729883818	-22.7349252995
2824.3199837131	0.072488458	-22.7946227725
2830.8323436489	0.0719919224	-22.8543245804
2837.3597198831	0.0714987529	-22.9140306645
2843.9021470406	0.0710089272	-22.9737409667
2850.4596598261	0.0705224235	-23.0334554296
2857.0322930243	0.0700392199	-23.0931739968
2863.6200814999	0.0695592946	-23.1528966124
2870.2230601983	0.0690826262	-23.2126232214
2876.8412641453	0.0686091931	-23.2723537696
2883.4747284476	0.068138974	-23.3320882033
2890.1234882926	0.0676719477	-23.3918264699
2896.7875789492	0.0672080932	-23.4515685171
2903.4670357672	0.0667473895	-23.5113142935
2910.1618941782	0.0662898159	-23.5710637484
2916.8721896956	0.0658353515	-23.6308168318
2923.5979579142	0.0653839758	-23.6905734943
2930.3392345115	0.0649356685	-23.7503336872
2937.0960552467	0.0644904091	-23.8100973624
2943.8684559619	0.0640481775	-23.8698644726
2950.6564725816	0.0636089536	-23.9296349711
2957.4601411131	0.0631727175	-23.9894088116
2964.2794976469	0.0627394493	-24.0491859487
2971.1145783567	0.0623091294	-24.1089663375
2977.9654194994	0.0618817381	-24.1687499337
2984.8320574157	0.061457256	-24.2285366937
2991.7145285301	0.0610356637	-24.2883265743
2998.6128693509	0.060616942	-24.3481195331
3005.5271164708	0.0602010718	-24.407915528
3012.4573065668	0.0597880342	-24.4677145178
3019.4034764005	0.0593778102	-24.5275164617
3026.3656628181	0.058970381	-24.5873213193
3033.3439027509	0.0585657282	-24.647129051
3040.3382332154	0.058163833	-24.7069396175
3047.3486913134	0.0577646772	-24.7667529804
3054.3753142322	0.0573682425	-24.8265691013
3061.4181392448	0.0569745105	-24.8863879428
3068.4772037105	0.0565834634	-24.9462094678
3075.5525450742	0.0561950831	-25.0060336396
3082.6442008675	0.0558093519	-25.0658604221
3089.7522087086	0.0554262519	-25.1256897798
3096.8766063021	0.0550457656	-25.1855216774
3104.0174314399	0.0546678754	-25.2453560805
3111.1747220008	0.054292564	-25.3051929548
3118.348515951	0.0539198142	-25.3650322665
3125.5388513443	0.0535496086	-25.4248739824
3132.7457663223	0.0531819303	-25.4847180698
3139.9692991143	0.0528167623	-25.5445644962
3147.2094880379	0.0524540878	-25.6044132298
3154.4663714993	0.0520938899	-25.664264239
3161.7399879927	0.0517361522	-25.7241174928
3169.0303761016	0.051380858	-25.7839729605
3176.3375744982	0.0510279909	-25.8438306119
3183.6616219439	0.0506775346	-25.9036904173
3191.0025572895	0.050329473	-25.9635523471
3198.3604194754	0.0499837898	-26.0234163725
3205.7352475317	0.0496404691	-26.0832824647
3213.1270805786	0.049299495	-26.1431505956
3220.5359578264	0.0489608516	-26.2030207372
3227.961918576	0.0486245233	-26.2628928622
3235.4050022188	0.0482904945	-26.3227669435
3242.8652482369	0.0479587497	-26.3826429543
3250.3426962036	0.0476292734	-26.4425208683
3257.8373857835	0.0473020505	-26.5024006594
3265.3493567325	0.0469770656	-26.562282302
3272.8786488983	0.0466543036	-26.6221657709
3280.4253022203	0.0463337497	-26.6820510411
3287.9893567303	0.0460153888	-26.7419380879
3295.570852552	0.0456992061	-26.8018268871
3303.1698299021	0.045385187	-26.8617174147
3310.7863290896	0.0450733168	-26.9216096471
3318.4203905167	0.044763581	-26.9815035611
3326.0720546786	0.0444559651	-27.0413991335
3333.741362164	0.0441504549	-27.1012963418
3341.4283536551	0.0438470361	-27.1611951636
3349.1330699281	0.0435456945	-27.2210955768
3356.8555518529	0.043246416	-27.2809975597
3364.5958403938	0.0429491868	-27.3409010908
3372.3539766097	0.0426539929	-27.4008061489
3380.130001654	0.0423608206	-27.4607127132
3387.923956775	0.0420696561	-27.5206207631
3395.7358833161	0.0417804859	-27.5805302782
3403.5658227162	0.0414932964	-27.6404412385
3411.4138165095	0.0412080742	-27.7003536242
3419.2799063262	0.040924806	-27.7602674159
3427.1641338922	0.0406434785	-27.8201825943
3435.0665410301	0.0403640786	-27.8800991405
3442.9871696583	0.0400865931	-27.9400170357
3450.9260617924	0.0398110092	-27.9999362615
3458.8832595447	0.0395373138	-28.0598567996
3466.8588051244	0.0392654942	-28.1197786322
3474.8527408384	0.0389955377	-28.1797017415
3482.8651090907	0.0387274315	-28.2396261101
3490.8959523836	0.0384611631	-28.2995517206
3498.9453133169	0.0381967201	-28.3594785562
3507.013234589	0.03793409	-28.4194066001
3515.0997589965	0.0376732605	-28.4793358357
3523.204929435	0.0374142193	-28.5392662466
3531.3287888985	0.0371569544	-28.599197817
3539.4713804807	0.0369014536	-28.6591305308
3547.6327473743	0.0366477049	-28.7190643724
3555.8129328717	0.0363956964	-28.7789993263
3564.011980365	0.0361454163	-28.8389353775
3572.2299333467	0.0358968528	-28.8988725107
3580.4668354093	0.0356499943	-28.9588107113
3588.7227302458	0.0354048291	-29.0187499646
3596.9976616501	0.0351613456	-29.0786902562
3605.2916735169	0.0349195326	-29.1386315719
3613.6048098424	0.0346793784	-29.1985738976
3621.9371147239	0.034440872	-29.2585172196
3630.2886323606	0.0342040021	-29.3184615242
3638.6594070536	0.0339687574	-29.3784067979
3647.049483206	0.0337351269	-29.4383530275
3655.4589053236	0.0335030997	-29.4983001999
3663.8877180144	0.0332726648	-29.5582483021
3672.3359659897	0.0330438113	-29.6181973215
3680.8036940635	0.0328165285	-29.6781472455
3689.2909471533	0.0325908057	-29.7380980616
3697.7977702804	0.0323666322	-29.7980497578
3706.3242085694	0.0321439974	-29.8580023218
3714.8703072494	0.0319228908	-29.9179557419
3723.4361116536	0.0317033021	-29.9779100064
3732.0216672198	0.0314852209	-30.0378651035
3740.6270194905	0.0312686369	-30.097821022
3749.2522141132	0.0310535398	-30.1577777507
3757.8972968407	0.0308399195	-30.2177352783
3766.5623135313	0.030627766	-30.2776935939
3775.2473101491	0.0304170692	-30.3376526868
3783.9523327641	0.0302078192	-30.3976125464
3792.6774275524	0.030000006	-30.457573162
3801.422640797	0.02979362	-30.5175345234
3810.1880188871	0.0295886512	-30.5774966203
3818.9736083192	0.0293850902	-30.6374594427
3827.779455697	0.0291829271	-30.6974229806
3836.6056077314	0.0289821526	-30.7573872242
3845.4521112413	0.028782757	-30.8173521639
3854.3190131534	0.0285847311	-30.87731779
3863.2063605027	0.0283880653	-30.9372840933
3872.1142004326	0.0281927504	-30.9972510644
3881.0425801951	0.0279987772	-31.0572186942
3889.9915471514	0.0278061366	-31.1171869736
3898.9611487716	0.0276148193	-31.1771558938
3907.9514326356	0.0274248163	-31.2371254459
3916.9624464327	0.0272361187	-31.2970956214
3925.9942379624	0.0270487176	-31.3570664116
3935.0468551342	0.026862604	-31.4170378082
3944.1203459682	0.0266777691	-31.4770098028
3953.2147585953	0.0264942043	-31.5369823872
3962.3301412573	0.0263119008	-31.5969555534
3971.466542307	0.0261308499	-31.6569292934
3980.6240102092	0.0259510432	-31.7169035992
3989.80259354	0.025772472	-31.7768784633
3999.0023409877	0.025595128	-31.8368538778
4008.2233013528	0.0254190028	-31.8968298354
4017.4655235485	0.0252440879	-31.9568063284
4026.7290566006	0.0250703751	-32.0167833496
4036.013949648	0.0248978563	-32.0767608918
4045.3202519428	0.0247265231	-32.1367389478
4054.6480128509	0.0245563675	-32.1967175105
4063.9972818518	0.0243873815	-32.2566965731
4073.3681085393	0.0242195569	-32.3166761286
4082.7605426213	0.0240528859	-32.3766561703
4092.1746339205	0.0238873606	-32.4366366916
4101.6104323746	0.0237229731	-32.4966176858
4111.0679880361	0.0235597156	-32.5565991465
4120.5473510731	0.0233975803	-32.6165810673
4130.0485717695	0.0232365597	-32.6765634419
4139.5717005249	0.0230766459	-32.736546264
4149.1167878553	0.0229178316	-32.7965295276
4158.6838843932	0.0227601091	-32.8565132265
4168.2730408876	0.0226034709	-32.9164973548
4177.8843082048	0.0224479096	-32.9764819067
4187.5177373282	0.0222934179	-33.0364668763
4197.1733793588	0.0221399883	-33.0964522578
4206.8512855156	0.0219876137	-33.1564380457
4216.5515071355	0.0218362867	-33.2164242343
4226.2740956737	0.0216860003	-33.2764108183
4236.0191027044	0.0215367472	-33.336397792
